Condition,Model,Yoruba Proverb,Gold Translation,Generated Translation
ZeroShot,GPT,Ajá kì í lọ ságinjù lọ ṣọdẹ ẹkùn.,A dog does not go into the wild to hunt a leopard.,"The Yoruba proverb ""Ajá kì í lọ ságinjù lọ ṣọdẹ ẹkùn"" translates to ""A dog does not venture into the wilderness to hunt a leopard"" in English. This proverb suggests that one should not take on challenges or tasks that are beyond their capacity or strength."
ZeroShot,GPT,Alátiṣe ní ḿmọ àtiṣe ara-a rẹ̀.,The person who must settle his/her affair knows best how he/she plans to go about doing so.,"The Yoruba proverb ""Alátiṣe ní ḿmọ àtiṣe ara-a rẹ̀"" translates to ""The reformer knows how to reform himself"" in English. This proverb emphasizes the importance of self-awareness and self-improvement, suggesting that those who seek to improve or correct others should first be capable of improving or correcting themselves."
ZeroShot,GPT,"Àpárá ńlá, ìjà ní ńdà.",Excessive ribbing unfailingly leads to a fight.,"The Yoruba proverb ""Àpárá ńlá, ìjà ní ńdà"" translates to ""A big scar often leads to a fight"" in English. This proverb suggests that significant issues or provocations can lead to conflicts or disputes."
ZeroShot,GPT,"Òní, ẹtú jìnfìn, ọ̀la, ẹtú jìnfìn; ẹtu nìkan lẹran tó wà nígbó?","Today, the antelope falls into the ditch; tomorrow, the antelope falls into the ditch; is the antelope the only animal in the forest?","The Yoruba proverb ""Òní, ẹtú jìnfìn, ọ̀la, ẹtú jìnfìn; ẹtu nìkan lẹran tó wà nígbó?"" translates to English as: ""Today, the duiker is elusive, tomorrow, the duiker is elusive; is the duiker the only animal in the forest?"" 

This proverb is often used to express frustration or skepticism about repeated excuses or the idea that one thing is being overly focused on when there are other possibilities or options available."
ZeroShot,GPT,"Ìyàwó tó na ọmọ ọbàkan, ọ̀rọ̀ ló fẹ́ gbọ́.",The wife who whips a relative of her husband is asking for stern rebuke.,"The Yoruba proverb ""Ìyàwó tó na ọmọ ọbàkan, ọ̀rọ̀ ló fẹ́ gbọ́"" translates to ""A wife who beats another person's child is seeking to hear some words"" in English. This proverb suggests that the wife is looking for a reaction or response, possibly indicating that her actions are intended to provoke a discussion or confrontation."
ZeroShot,GPT,“Ọjọ́ tí mo ti ḿbọ̀ ng ò rírú ẹ̀ rí”: olúwa ẹ̀-ẹ́ mọ ìwọ̀n ara ẹ̀ ni.,“In all the days I have walked this earth I have never seen the like”: that person knows his place.,"The Yoruba proverb ""Ọjọ́ tí mo ti ḿbọ̀ ng ò rírú ẹ̀ rí”: olúwa ẹ̀-ẹ́ mọ ìwọ̀n ara ẹ̀ ni."" can be translated into English as: ""The day I will arrive, I have never seen its kind before: your master knows your limits."" This proverb suggests that one should trust in their own abilities and understand that their challenges are unique, but manageable within their own capacity."
ZeroShot,GPT,"Àì-kúkú-joye, ó sàn ju, “Ẹnuù mi ò ká ìlú” lọ.","Not-assuming-the-position-of-ruler-at-all is far better than, “My word is not heeded by the people.”","The Yoruba proverb ""Àì-kúkú-joye, ó sàn ju, “Ẹnuù mi ò ká ìlú” lọ"" translates to English as ""It is better not to accept a chieftaincy title than to say, 'I cannot handle the responsibilities of the community.'"" This proverb emphasizes the importance of being prepared and capable before taking on significant responsibilities or roles."
ZeroShot,GPT,À-wín-ná-wó ò yẹni; à-gbà-bọ̀-ọ ṣòkòtò ò yẹ ọmọ èèyàn; bí kò fúnni lẹ́sẹ̀ a dòrògí; ohun ẹni ní ńyẹni.,Borrowing-money-to-spend does not speak well of one; borrowed trousers do not become a person; if it is not tight around the legs it is difficult to remove; it is one's thing that fits one.,"The Yoruba proverb translates to English as: ""Borrowed clothes do not befit one; borrowed trousers do not suit a person; if it does not trip you, it will make you stumble; what truly suits a person is what belongs to them."" This proverb emphasizes the value of self-reliance and the idea that what truly fits or benefits a person is what they own or have earned themselves, rather than relying on what is borrowed or not genuinely theirs."
ZeroShot,GPT,Kí ni Dáàró ní kó tó sọ pé olè-é kó òun?,What did Dáàró own before he claimed he was robbed?,"The Yoruba proverb ""Kí ni Dáàró ní kó tó sọ pé olè-é kó òun?"" can be translated into English as ""What did Dáàró do before claiming that a thief robbed him?"" This proverb is often used to suggest that one should consider their own actions or responsibilities before blaming others for their misfortunes."
ZeroShot,GPT,"Ẹlẹ́ẹ̀ẹ́dẹ́ ńlọ ẹ̀ẹ́dẹ́, o ní “Ẹ̀ẹ́dẹ́gbẹ̀ta ni àbí ẹ̀ẹ́dẹ́gbẹ̀fà?”; èwo lo gbé níbẹ̀?","A person says he has lost an unspecified amount of money, and you ask if the amount is five hundred cowries or eleven hundred cowries; which amount did you steal?","The Yoruba proverb translates to English as: ""The pig is going to the market, and it asks, 'Is it three hundred or six hundred?' Which one do you carry there?"" 

This proverb is often used to highlight the absurdity of someone being involved in something without understanding the details or being prepared."
ZeroShot,GPT,Ojú kì í pọ́n baálé ilé kó fọwọ́ gbálẹ̀ ilé ẹ̀.,A head of a household is never so hard up that he sweeps his compound with his bare hands.,"The Yoruba proverb ""Ojú kì í pọ́n baálé ilé kó fọwọ́ gbálẹ̀ ilé ẹ̀"" translates to English as ""The head of a household does not become so blind that he uses his hands to feel his way around his own house."" This proverb suggests that a person in a position of authority or familiarity should not become so incapacitated or unaware that they cannot manage their own responsibilities or environment."
ZeroShot,GPT,"“Ẹ kú-ulé” ò yẹ ará ilé; “Ẹ kú atìbà” ò yẹni tí ńtàjò bọ̀; ẹni tí ò kí ẹni, “Kú atìbà”-á pàdánù “Ẹ kú-ulé.”","“Greetings to you, house-bound ones” is improper for the house-bound to utter; “Welcome home” is not proper for the person arriving from a trip; whoever fails to give “welcome” to the person returning does himself or herself out of “greetings, house-bound.”","The Yoruba proverb translates to English as: ""Greeting 'Ẹ kú-ulé' is not necessary for those at home; 'Ẹ kú atìbà' is not needed for someone who is running for cover; the person who does not greet others with 'Kú atìbà' will miss out on 'Ẹ kú-ulé.'"" 

This proverb emphasizes the importance of appropriate greetings and the idea that failing to acknowledge others in the right way can lead to missed opportunities for connection or support."
ZeroShot,GPT,Ẹran kí la ò jẹ rí? Ọ̀pọ̀lọ́ báni lábàtà ó ba búrúbúrú.,"What sort of meat is it, the likes of which one has never tasted? A toad comes upon one at the swamp and cowers in fright.","The Yoruba proverb ""Ẹran kí la ò jẹ rí? Ọ̀pọ̀lọ́ báni lábàtà ó ba búrúbúrú"" can be translated into English as: ""What kind of meat have we not eaten before? When a frog meets you in the swamp, it becomes a serious matter."" This proverb suggests that one may have encountered many challenges or experiences, but some situations can still be unexpectedly difficult or troublesome."
ZeroShot,GPT,A-binú-fùfù ní ńwá oúnjẹ fún a-binú-wẹ́rẹ́-wẹ́rẹ́.,A volatile-tempered person secures food for a mild-tempered person.,"The Yoruba proverb ""A-binú-fùfù ní ńwá oúnjẹ fún a-binú-wẹ́rẹ́-wẹ́rẹ́"" translates to ""The one who is intensely angry seeks food for the one who is mildly angry."" This proverb suggests that someone who is more intensely affected by a situation often takes action or makes efforts on behalf of someone who is less affected."
ZeroShot,GPT,"Pẹ̀tẹ̀pẹ́tẹ̀ Ìjèṣà, ó ta sẹ́ni lára kò wọ́n.",The mud of the Ìjèṣà: it splashes on one and will not be washed off.,"The Yoruba proverb ""Pẹ̀tẹ̀pẹ́tẹ̀ Ìjèṣà, ó ta sẹ́ni lára kò wọ́n"" can be translated into English as: ""The mud of Ìjèṣà, it splashes on you but does not stain."" This proverb suggests that some situations or challenges may seem troublesome at first, but they do not have a lasting negative impact."
ZeroShot,GPT,Ta ní ńjẹun tájá ńjùrù?,At whose dinner table is the dog wagging its tail?,"The Yoruba proverb ""Ta ní ńjẹun tájá ńjùrù?"" can be translated into English as ""Who is eating that the fish is getting spoiled?"" This proverb is often used to question or criticize a situation where someone is neglecting their responsibilities or not taking care of something important, leading to waste or loss."
ZeroShot,GPT,Afínjú ní ńjẹ iwọ; ọ̀mọ̀ràn ní ńjẹ obì; màrí-màjẹ ní ńjẹ awùsá.,It is a finicky person that eats iwọ;,"The Yoruba proverb ""Afínjú ní ńjẹ iwọ; ọ̀mọ̀ràn ní ńjẹ obì; màrí-màjẹ ní ńjẹ awùsá"" can be translated into English as: ""The refined person eats the drumstick; the wise person eats the kola nut; the one who eats indiscriminately eats the chaff."" This proverb highlights the idea that different people have different preferences and levels of discernment, often reflecting their character or wisdom."
ZeroShot,GPT,"Bí a kò bá tó ìyà-á kọ̀ tí à ńkọ̀ ọ́, àjẹkún ìyà là ńjẹ.","If one lacks the means to reject suffering and attempts to reject it, one's suffering simply multiplies.","The Yoruba proverb ""Bí a kò bá tó ìyà-á kọ̀ tí à ńkọ̀ ọ́, àjẹkún ìyà là ńjẹ"" translates to English as ""If we do not properly measure the suffering we are enduring, we end up experiencing additional suffering."" This proverb emphasizes the importance of addressing and managing challenges effectively to avoid exacerbating them."
ZeroShot,GPT,A kì í bọ òrìṣà lójú ọ̀fọ́n-ọ̀n; bó bá dalẹ́ a máa tú pẹpẹ.,"One does not sacrifice to a god in the presence of a house rat; otherwise, when night falls it invades the rafter shelves.","The Yoruba proverb ""A kì í bọ òrìṣà lójú ọ̀fọ́n-ọ̀n; bó bá dalẹ́ a máa tú pẹpẹ"" can be translated into English as: ""One does not worship the deity with empty hands; if it gets late, one will spread a mat."" This proverb emphasizes the importance of making proper offerings or preparations when seeking favor or assistance, suggesting that effort and sincerity are necessary in any endeavor."
ZeroShot,GPT,Ìwọ̀sí ní,X,"The Yoruba proverb ""Ìwọ̀sí ní"" can be translated into English as ""It is the future that matters"" or ""The future is important."" This proverb emphasizes the significance of looking forward and planning for what is to come."
ZeroShot,GPT,Àgbà tí kò lẹ́sẹ̀ nílẹ̀ a lọ́gbọ́n nínú.,An elder that has no substance should have cunning.,"The Yoruba proverb ""Àgbà tí kò lẹ́sẹ̀ nílẹ̀ a lọ́gbọ́n nínú"" translates to ""An elder who is not physically strong is wise in mind"" in English. This proverb emphasizes the value of wisdom and experience over physical strength, suggesting that even if an elder may not be physically robust, they possess valuable knowledge and insight."
ZeroShot,GPT,"À ńjá ìbàǹtẹ́ ẹ̀ lẹ́hìn, ó ńjá tará iwájú.","His loincloth is being stripped from behind, yet he is stripping those of the people ahead of him.","The Yoruba proverb ""À ńjá ìbàǹtẹ́ ẹ̀ lẹ́hìn, ó ńjá tará iwájú"" translates to ""While the back of your garment is being torn, the front is also being torn."" This proverb suggests that when one problem is being addressed, another may arise, highlighting the complexity and interconnectedness of issues."
ZeroShot,GPT,"Ẹ̀yá ló bí mi, ẹkùn ló wò mí dàgbà, ológìnní gbà mí tọ́; bí kò sẹ́ran lọ́bẹ̀ nkò jẹ.","I was born of a monkey; I was raised by a leopard, I was adopted by a cat; if there is no meat in the stew I will not eat it.","The Yoruba proverb ""Ẹ̀yá ló bí mi, ẹkùn ló wò mí dàgbà, ológìnní gbà mí tọ́; bí kò sẹ́ran lọ́bẹ̀ nkò jẹ"" can be translated into English as: ""A tilapia gave birth to me, a leopard raised me, a lion trained me; if there is no meat in the soup, I won't eat."" 

This proverb emphasizes the speaker's high standards and expectations, suggesting that they have been nurtured and trained by the best, and therefore, they will not settle for anything less than excellence."
